Article_ID,Article_ID2,Country,Disease_name,Disease_name2,Disease,PMID,First Author,Publication Year,DOI,Combining Authoryear (withformula),Authoryear,Ncases,Ncontrol,total,genus,Genus_mean_RA_disease,Genus_mean_RA_control,foldchange(calculation),foldchange,pvalue,,logEffectSize,logStandardError,logStandardDeviation,logLLCI,logULCI,EffectSize,LLCI,ULCI,,,,,Age_disease,Age_control,Sequencing_type,16s_sequencing_region,Genus(original_,Genus_clean (original,Genus_classified,Genus_RA_in_disease,Genus_>1_studies(cancer_or_autoimmune),Genus_increased_HowMany_Cancer_study,Genus_decreased_HowMany_Cancer_study,Genus_increased_HowMany_Autoimmune_study,Genus_decreased_HowMany_Autoimmune_study,Genus_statistical_test,Genus_mean_RA_disease(original),Genus_mean_RA_control (original),Genus_effect_type,Genus_effect_type_quanititative_value,Genus_quantitative_data_source_in_paper,Genus_Pvalue(original)
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Lachnospiracea_unclassified,0.004150,0.00273,1.52014652,1.5201,0.01310000000000000,242,0.418776122,0.168904956,1.452975372,0.087728491,0.749823753,1.5201,1.091691678,2.116626934,,,,,48 years,46 years,16S,V3-V4,Lachnospiraceae ND3007  group,Lachnospiracea_unclassified,no,increased,yes,5,2,0,1,Mann-Whitney U-test,0.42%,0.27%,,,,1.31E-02
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Ruminococcaceae_unclassified,0.004810,0.00048,10.06276151,10.0628,0.01090000000000000,243,2.308845456,0.907260281,7.804548036,0.530647981,4.087042931,10.0628,1.700033542,59.56349763,,,,,48 years,46 years,16S,V3-V4,Ruminococcaceae UCG-014,Ruminococcaceae_unclassified,no,increased,yes,4,1,1,8,Mann-Whitney U-test,0.48%,0.05%,,,,1.09E-02
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Alloprevotella,0.000001,0.00518,0.000214286,0.0002,0.00020300000000000,244,-8.517193191,2.277050789,19.58793154,-12.98013073,-4.054255653,2.00E-04,2.31E-06,0.017348389,,,,,48 years,46 years,16S,V3-V4,Alloprevotella,Alloprevotella,yes,decreased,no,0,1,0,1,Mann-Whitney U-test,0.00%,0.52%,,,,2.03E-04
Article_1081,Article_1081,USA,Prostate cancer,Prostate cancer,Cancer,30117171,Alanee S,2019,10.1002/pros.23713,"Alanee S, 2019","Alanee S, 2019",14,16,30,Clostridium XVIII,0.150000,85.68000,0.0017507,0.0018,0.01100000000000000,245,-6.319968614,2.486579998,13.61955956,-11.19357586,-1.446361373,0.0018,1.38E-05,0.235425357,,,,,not specified,not specified,16S,V3-V5,Clostridium XVIII,Clostridium XVIII,yes,decreased,no,1,1,0,0,Kruskal-Wallis,0.15,85.68,mean abundance,,,0.011
,Article_1081,USA,Prostate cancer,Prostate cancer,Cancer,30117171,Alanee S,2019,10.1002/pros.23713,"Alanee S, 2019","Alanee S, 2019",14,16,30,Lachnospira,0.950000,64.76000,0.014669549,0.0147,0.02100000000000000,246,-4.219907785,1.830722126,10.02727805,-7.808057218,-0.631758352,0.0147,0.000406447,0.53165614,,,,,not specified,not specified,16S,V3-V5,Lachnospira,Lachnospira,yes,decreased,yes,1,3,1,3,Kruskal-Wallis,0.95,64.76,,,,0.021
,Article_1081,USA,Prostate cancer,Prostate cancer,Cancer,30117171,Alanee S,2019,10.1002/pros.23713,"Alanee S, 2019","Alanee S, 2019",14,16,30,Clostridium XlVa,1.500000,3.70000,0.405405405,0.4054,0.02700000000000000,247,-0.902881045,0.408878778,2.239521299,-1.704268724,-0.101493366,0.4054,0.181905361,0.903487173,,,,,not specified,not specified,16S,V3-V5,Clostridium XlVa,Clostridium XlVa,yes,decreased,no,0,1,1,0,Kruskal-Wallis,1.5,3.7,,,,0.027
,Article_1081,USA,Prostate cancer,Prostate cancer,Cancer,30117171,Alanee S,2019,10.1002/pros.23713,"Alanee S, 2019","Alanee S, 2019",14,16,30,Acetanaerobacterium,0.800000,10.56000,0.075757576,0.0758,0.03500000000000000,248,-2.579656986,1.225578763,6.712771344,-4.981747222,-0.177566751,0.0758,0.006862063,0.837305107,,,,,not specified,not specified,16S,V3-V5,Acetanaerobacterium,Acetanaerobacterium,yes,decreased,no,0,1,0,0,Kruskal-Wallis,0.8,10.56,,,,0.035
,Article_1081,USA,Prostate cancer,Prostate cancer,Cancer,30117171,Alanee S,2019,10.1002/pros.23713,"Alanee S, 2019","Alanee S, 2019",14,16,30,Faecalibacterium,294.550000,946.00000,0.311363636,0.3114,0.03800000000000000,249,-1.16667702,0.563247333,3.085032698,-2.270621507,-0.062732532,0.3114,0.103247991,0.939194644,,,,,not specified,not specified,16S,V3-V5,Faecalibacterium,Faecalibacterium,yes,decreased,yes,1,5,2,7,Kruskal-Wallis,294.55,946,,,,0.038
Article_1100,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Lactobacillus,0.000300,0.00008,3.811944091,3.8119,0.00007410000000000,250,1.338127752,0.334822787,4.100724916,0.681887148,1.994368357,3.8119,1.977606249,7.347560525,,,,,48 years,49 years,16S,V3-V5,Lactobacillus,Lactobacillus,yes,increased,yes,5,0,2,2,,3.00E-04,7.87E-05,"relative abundance, no standard deviation",,,7.41E-05
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Butyricicoccus,0.001700,0.00321,0.529100529,0.5291,0.00017300000000000,251,-0.636577829,0.168316634,2.06144934,-0.966472369,-0.306683289,0.5291,0.380422665,0.735883627,,,,,48 years,49 years,16S,V3-V5,Butyricicoccus,Butyricicoccus,yes,decreased,yes,0,2,0,4,,0.0017,0.003213,,,,0.000173
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Anaerostipes ,0.001000,0.00224,0.445831476,0.4458,0.00062800000000000,252,-0.807884858,0.23516492,2.880170303,-1.268799633,-0.346970083,0.4458,0.281168925,0.706826474,,,,,48 years,49 years,16S,V3-V5,Anaerostipes,Anaerostipes ,yes,decreased,yes,2,4,0,5,,0.001,0.002243,,,,0.000628
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Klebsiella,0.005800,0.00048,12.1085595,12.1086,0.00106200000000000,253,2.493915944,0.758987269,9.295657657,1.006328231,3.981503657,12.1086,2.735538288,53.59756601,,,,,48 years,49 years,16S,V3-V5,Klebsiella,Klebsiella,yes,increased,yes,5,0,4,,,0.0058,0.000479,,,,0.001062
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Megasphaera,0.006400,0.00175,3.667621777,3.6676,0.00170300000000000,254,1.299537497,0.412989163,5.058063591,0.490093612,2.108981382,3.6676,1.632469032,8.239843758,,,,,48 years,49 years,16S,V3-V5,Megasphaera,Megasphaera,yes,increased,yes,3,0,1,1,,0.0064,0.001745,,,,0.001703
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Aggregatibacter,0.000050,0.00002,2.89017341,2.8902,0.00567600000000000,255,1.061325704,0.383457324,4.696373909,0.309763159,1.812888248,2.8902,1.363102238,6.128121433,,,,,48 years,49 years,16S,V3-V5,Aggregatibacter,Aggregatibacter,yes,decreased,no,0,1,0,0,,5.00E-05,1.73E-05,,,,0.005676
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Pseudomonas,0.000005,0.00002,0.234741784,0.2347,0.00983500000000000,256,-1.449447176,0.561596929,6.878129584,-2.550156931,-0.348737422,0.2347,0.078069414,0.705578376,,,,,48 years,49 years,16S,V3-V5,Pseudomonas,Pseudomonas,yes,decreased,yes,1,3,1,0,,5.00E-06,2.13E-05,,,,0.009835
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Clostridium IV,0.002300,0.00329,0.69845126,0.6985,0.01061700000000000,257,-0.3588201,0.140486602,1.720602449,-0.63416878,-0.083471421,0.6985,0.530376165,0.919917377,,,,,48 years,49 years,16S,V3-V5,Clostridium IV ,Clostridium IV,yes,decreased,yes,0,2,1,1,,0.0023,0.003293,,,,0.010617
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Alistipes,0.011700,0.01999,0.585234094,0.5852,0.01390000000000000,258,-0.53580161,0.217985654,2.669768112,-0.96304564,-0.10855758,0.5852,0.381728506,0.897127237,,,,,48 years,49 years,16S,V3-V5,Alistipes,Alistipes,yes,decreased,yes,1,3,1,3,,0.0117,0.019992,,,,0.0139
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Ruminococcus,0.007600,0.01128,0.673938104,0.6739,0.01743700000000000,259,-0.394673547,0.166188995,2.035391197,-0.720397992,-0.068949102,0.6739,0.486558571,0.933374186,,,,,48 years,49 years,16S,V3-V5,Ruminococcus,Ruminococcus,yes,decreased,yes,6,3,6,1,,0.0076,0.011277,,,,0.017437
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Bilophila,0.002800,0.00337,0.830614061,0.8306,0.01824900000000000,260,-0.185606948,0.078717023,0.964082697,-0.339889477,-0.031324418,0.8306,0.711848994,0.969161108,,,,,48 years,49 years,16S,V3-V5,Bilophila,Bilophila,yes,decreased,yes,3,2,1,1,,0.0028,0.003371,,,,0.018249
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Coprococcus,0.003600,0.00502,0.71656051,0.7166,0.01942900000000000,261,-0.333237474,0.14274924,1.748313999,-0.613020844,-0.053454104,0.7166,0.541711968,0.947949447,,,,,48 years,49 years,16S,V3-V5,Coprococcus,Coprococcus,yes,decreased,yes,2,2,1,6,,0.0036,0.005024,,,,0.019429
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Akkermansia,0.001500,0.00194,0.774393392,0.7744,0.02408000000000000,262,-0.255666743,0.113494715,1.390020706,-0.478112298,-0.033221188,0.7744,0.619952574,0.967324575,,,,,48 years,49 years,16S,V3-V5,Akkermansia,Akkermansia,yes,decreased,yes,3,1,1,2,,0.0015,0.001937,,,,0.02408
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Acidaminococcus,0.000300,0.00023,1.293103448,1.2931,0.02412500000000000,263,0.257042436,0.114141921,1.397947321,0.033328382,0.48075649,1.2931,1.033889995,1.617297409,,,,,48 years,49 years,16S,V3-V5,Acidaminococcus,Acidaminococcus,yes,increased,no,1,0,1,1,,0.0003,0.000232,,,,0.024125
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Allisonella,0.000200,0.00035,0.579710145,0.5797,0.02504100000000000,264,-0.545244551,0.243680734,2.984467291,-1.022850013,-0.067639089,0.5797,0.359568703,0.93459772,,,,,48 years,49 years,16S,V3-V5,Allisonella,Allisonella,yes,decreased,no,0,1,0,0,,0.0002,0.000345,,,,0.025041
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Rothia,0.000050,0.00001,7.496251874,7.4963,0.02732600000000000,265,2.014409565,0.914192457,11.19652523,0.222625275,3.806193856,7.4963,1.249352323,44.97891641,,,,,48 years,49 years,16S,V3-V5,Rothia,Rothia,yes,increased,yes,2,0,2,0,,5.00E-05,6.67E-06,,,,0.027326
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Eubacterium,0.000008,0.00004,0.214477212,0.2145,0.02990700000000000,266,-1.539445541,0.710112616,8.697067844,-2.931240693,-0.147650389,0.2145,0.05333083,0.862732683,,,,,48 years,49 years,16S,V3-V5,Eubacterium,Eubacterium,yes,decreased,yes,6,9,2,4,,8.00E-06,3.73E-05,,,,0.029907
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Haemophilus ,0.002900,0.00188,1.540095592,1.5401,0.03192700000000000,267,0.431847349,0.20162368,2.469375686,0.036672197,0.827022502,1.5401,1.037352918,2.286500543,,,,,48 years,49 years,16S,V3-V5,Haemophilus,Haemophilus ,yes,decreased,yes,2,1,1,4,,0.0029,0.001883,,,,0.031927
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Gordonibacter,0.000020,0.00002,1,1.0000,0.03350200000000000,268,0,0,0,0,0,1,1,1,,,,,48 years,49 years,16S,V3-V5,Gordonibacter,Gordonibacter,yes,increased,no,1,1,0,0,,2.00E-05,0.00002,difference(diseases-control),0.228,S8,0.033502
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Phascolarctobacterium,0.023700,0.02315,1.023846553,1.0238,0.03411400000000000,269,0.023521195,0.011119987,0.136191472,0.001726421,0.045315969,1.0238,1.001727912,1.046358425,,,,,48 years,49 years,16S,V3-V5,Phascolarctobacterium,Phascolarctobacterium,yes,increased,yes,1,2,0,3,,0.0237,0.023148,,,,0.034114
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Peptococcus,0.000050,0.00000,12.5,12.5000,0.03977300000000000,270,2.525728644,1.230505625,15.07055454,0.113981936,4.937475353,12.5,1.12073188,139.417824,,,,,48 years,49 years,16S,V3-V5,Peptococcus,Peptococcus,yes,increased,no,1,0,0,0,,5.00E-05,0.000004,,,,0.039773
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Clostridium sensu stricto,0.002700,0.00224,1.203208556,1.2032,0.04055400000000000,271,0.184984674,0.090476372,1.108104722,0.007654244,0.362315104,1.2032,1.007683613,1.436651566,,,,,48 years,49 years,16S,V3-V5,Clostridium sensu stricto,Clostridium sensu stricto,no,increased,yes,4,1,1,2,,0.0027,0.002244,,,,0.040554
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Coprobacillus,0.000050,0.00017,0.295857988,0.2959,0.04243800000000000,272,-1.21773372,0.601135289,7.362373617,-2.395937235,-0.039530204,0.2959,0.091087269,0.96124092,,,,,48 years,49 years,16S,V3-V5,Coprobacillus,Coprobacillus,yes,decreased,no,0,1,1,1,,5.00E-05,0.000169,,,,0.042438
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Oscillibacter,0.004400,0.00582,0.7565337,0.7565,0.04382100000000000,273,-0.279052746,0.13867052,1.698360078,-0.55084197,-0.007263521,0.7565,0.57646424,0.992762794,,,,,48 years,49 years,16S,V3-V5,Oscillibacter,Oscillibacter,yes,decreased,yes,1,2,0,0,,0.0044,0.005816,,,,0.043821
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Enterococcus,0.000020,0.00001,2.99850075,2.9985,0.04384300000000000,274,1.098112164,0.545745103,6.683985157,0.028471417,2.16775291,2.9985,1.028880602,8.738625482,,,,,48 years,49 years,16S,V3-V5,Enterococcus,Enterococcus,yes,increased,yes,5,0,2,5,,2.00E-05,6.67E-06,,,,0.043843
,Article_1100,China,Hepatocellular carcinoma (liver cancer),Hepatocellular carcinoma (liver cancer),Cancer,30045880,Ren Z,2019,10.1136/gutjnl-2017-315084,"Ren Z, 2019","Ren Z, 2019",75,75,150,Anaerotruncus,0.000040,0.00008,0.5,0.5000,0.04739900000000000,275,-0.693147181,0.350192509,4.288964798,-1.379511887,-0.006782475,0.5,0.251701382,0.993240475,,,,,48 years,49 years,16S,V3-V5,Anaerotruncus,Anaerotruncus,yes,decreased,yes,2,1,0,0,,4.00E-05,0.00008,,,,0.047399
Article_1113,Article_1113,Finland,GIT neoplasia,GIT neoplasia,Cancer,29995183,Youssef O,2018,10.1007/s10620-018-5190-5,"Youssef O, 2018","Youssef O, 2018",63,13,76,Ruminococcus,2.900000,0.80000,3.625,3.6250,0.05000000000000000,276,1.287854288,0.658196319,5.738022476,-0.002186791,2.577895368,3.625,0.997815598,13.16939224,,,,,70.4 years,43.9 years,16S,"V2, V4, V8, and V3, V6-7, and V9",Ruminococcus,Ruminococcus,yes,increased,yes,6,3,6,1,"Kruskal–Wallis, Benjamini-Hochberg FDR correction",2.9,0.8,,,,<0.05
,Article_1113,Finland,GIT neoplasia,GIT neoplasia,Cancer,29995183,Youssef O,2018,10.1007/s10620-018-5190-5,"Youssef O, 2018","Youssef O, 2018",63,13,76,Lachnoclostridium,0.400000,0.60000,0.666666667,0.6667,0.05000000000000000,277,-0.405415109,0.207199475,1.806323146,-0.811518618,0.000688399,0.6667,0.444183009,1.000688636,,,,,70.4 years,43.9 years,16S,"V2, V4, V8, and V3, V6-7, and V9",Lachnoclostridium,Lachnoclostridium,yes,decreased,yes,2,2,1,0,"Kruskal–Wallis, Benjamini-Hochberg FDR correction",0.4,0.6,,,,<0.05
,Article_1113,Finland,GIT neoplasia,GIT neoplasia,Cancer,29995183,Youssef O,2018,10.1007/s10620-018-5190-5,"Youssef O, 2018","Youssef O, 2018",63,13,76,Oscillibacter,0.100000,0.20000,0.5,0.5000,0.05000000000000000,278,-0.693147181,0.354253526,3.08831064,-1.387471333,0.001176972,0.5,0.24970593,1.001177665,,,,,70.4 years,43.9 years,16S,"V2, V4, V8, and V3, V6-7, and V9",Oscillibacter,Oscillibacter,yes,decreased,yes,1,2,0,0,"Kruskal–Wallis, Benjamini-Hochberg FDR correction",0.1,0.2,,,,<0.05
Article_1183,Article_1183,Morocco,Colorectal cancer,Colorectal cancer and carcinoma,Cancer,29687353,Allali I,2018,10.1007/s00430-018-0542-5,"Allali I, 2018","Allali I, 2018",11,12,23,Coriobacteriaceae_unclassified,0.002000,0.00030,6.666666667,6.6667,0.06920000000000000,279,1.897124985,1.045553028,5.014296171,-0.152121294,3.946371264,6.6667,0.858884097,51.74724861,,,,,52.8 years,49.3 years,16S,V1-V2,f_Coriobacteriaceae,Coriobacteriaceae_unclassified,no,increased,yes,1,0,0,2,,0.002 ± 0.004%,0.0003 ± 0.0005%,relative abundance,,,0.0692
,Article_1183,Morocco,Colorectal cancer patients,Colorectal cancer and carcinoma,Cancer,29687353,Allali I,2018,10.1007/s00430-018-0542-5,"Allali I, 2018","Allali I, 2018",11,12,23,Atopobium,0.003000,0.00030,10,10.0000,0.06120000000000000,280,2.302585093,1.231930683,5.908132003,-0.111954677,4.717124863,10,0.89408478,111.8462167,,,,,52.8 years,49.3 years,16S,V1-V2,Atopobium,Atopobium,yes,increased,yes,2,1,1,0,,0.003 ± 0.01%,0.0003 ± 0.001%,,,,0.0612
,Article_1183,Morocco,Colorectal cancer patients,Colorectal cancer and carcinoma,Cancer,29687353,Allali I,2018,10.1007/s00430-018-0542-5,"Allali I, 2018","Allali I, 2018",11,12,23,Coriobacteriaceae_unclassified,0.050000,0.00600,8.333333333,8.3333,0.06810000000000000,281,2.120259536,1.16391814,5.581955309,-0.1609781,4.401497172,8.3333,0.851310715,81.572906,,,,,52.8 years,49.3 years,16S,V1-V2,f_Coriobacteriaceae_Other,Coriobacteriaceae_unclassified,no,increased,yes,1,0,0,2,,0.05 ± 0.08%,0.006 ± 0.01%,,,,0.0681
,Article_1183,Morocco,Colorectal cancer patients,Colorectal cancer and carcinoma,Cancer,29687353,Allali I,2018,10.1007/s00430-018-0542-5,"Allali I, 2018","Allali I, 2018",11,12,23,Butyricimonas,0.100000,0.06000,1.666666667,1.6667,0.03330000000000000,282,0.510845624,0.240403343,1.152933932,0.039663729,0.982027518,1.6667,1.040460839,2.669863955,,,,,52.8 years,49.3 years,16S,V1-V2,Butyricimonas,Butyricimonas,yes,increased,no,1,0,0,1,,0.1 ± 0.4%,0.06 ± 0.09%,,,,0.0333
,Article_1183,Morocco,Colorectal cancer patients,Colorectal cancer and carcinoma,Cancer,29687353,Allali I,2018,10.1007/s00430-018-0542-5,"Allali I, 2018","Allali I, 2018",11,12,23,Odoribacter,0.300000,0.03000,10,10.0000,0.05140000000000000,283,2.302585093,1.183945474,5.678003026,-0.017905395,4.623075581,10,0.982253954,101.8066658,,,,,52.8 years,49.3 years,16S,V1-V2,Odoribacter,Odoribacter,yes,increased,yes,4,0,0,3,,0.3 ± 0.4 %,0.03 ± 0.05 %,,,,0.0514
,Article_1183,Morocco,Colorectal cancer patients,Colorectal cancer and carcinoma,Cancer,29687353,Allali I,2018,10.1007/s00430-018-0542-5,"Allali I, 2018","Allali I, 2018",11,12,23,Parabacteroides,1.400000,0.13633,10.26920727,10.2692,0.02100000000000000,284,2.329149124,1.010454506,4.845969573,0.348694684,4.309603564,10.2692,1.417216426,74.41098391,,,,,52.8 years,49.3 years,16S,V1-V2,Parabacteroides,Parabacteroides,yes,increased,yes,4,1,2,4,,1.4 ± 1.3%,0.1363299 ± 0.1%,,,,0.021
,Article_1183,Morocco,Colorectal cancer patients,Colorectal cancer and carcinoma,Cancer,29687353,Allali I,2018,10.1007/s00430-018-0542-5,"Allali I, 2018","Allali I, 2018",11,12,23,Rikenellaceae_unclassified,2.600000,1.00000,2.6,2.6000,0.06050000000000000,285,0.955511445,0.509838611,2.445100084,-0.043753871,1.954776761,2.6,0.957189521,7.062342258,,,,,52.8 years,49.3 years,16S,V1-V2,f_Rikenellaceae,Rikenellaceae_unclassified,no,increased,no,1,0,0,1,,2.6 ± 4.0%,1.0 ± 1.2%,,,,0.0605
,Article_1183,Morocco,Colorectal cancer patients,Colorectal cancer and carcinoma,Cancer,29687353,Allali I,2018,10.1007/s00430-018-0542-5,"Allali I, 2018","Allali I, 2018",11,12,23,Mogibacteriaceae_unclassified,0.070000,0.00900,7.777777778,7.7778,0.01990000000000000,286,2.051273522,0.882114355,4.23047183,0.322361156,3.780185888,7.7778,1.38038322,43.82418735,,,,,52.8 years,49.3 years,16S,V1-V2,f_[Mogibacteriaceae],Mogibacteriaceae_unclassified,no,increased,no,1,0,0,0,,0.07 ± 0.06%,0.009 ± 0.02%,,,,0.0199
